Offences,1994,1995
"Total, all incidents",703181,682112
"Total, all incidents",576086,553303
"Total, all incidents",127095,128809
"Total, all incidents",2902.04,2781.21
"Total, all incidents",2633.63,2498.94
"Total, all incidents",5393.7,5402.45
